izquierda,centro,derecha,accion
109,45,1001,izq_fuerte
108,45,1001,izq_fuerte
108,45,1002,izq_fuerte
108,45,1002,izq_fuerte
108,45,1001,izq_fuerte
108,45,1001,izq_fuerte
108,45,45,parar
107,46,44,parar
107,45,44,parar
107,46,45,parar
107,45,44,parar
107,45,45,parar
107,45,45,parar
106,45,45,parar
106,46,45,parar
105,45,45,parar
106,45,45,parar
106,45,45,parar
107,45,45,parar
106,46,45,parar
107,45,1001,izq_fuerte
107,45,44,parar
108,45,45,parar
108,46,44,parar
108,46,45,parar
108,45,45,parar
108,45,45,parar
109,45,1001,izq_fuerte
108,45,1002,izq_fuerte
107,45,1001,izq_fuerte
105,45,44,parar
104,45,44,parar
103,45,45,parar
103,1008,45,adelante
103,1008,44,adelante
103,1009,44,adelante
103,1007,44,adelante
103,1008,44,adelante
103,1008,45,adelante
103,1008,45,adelante
104,1008,45,adelante
104,1008,45,adelante
105,1007,45,adelante
107,1008,45,adelante
106,1008,45,adelante
106,1008,45,adelante
106,1008,45,adelante
106,1008,45,adelante
105,1008,45,adelante
104,1008,45,adelante
104,1008,44,adelante
102,1008,45,adelante
100,1008,45,adelante
99,1008,45,adelante
101,1008,44,adelante
102,1008,44,adelante
103,1008,44,adelante
103,1008,44,adelante
106,1008,45,adelante
107,1008,45,adelante
109,1008,44,adelante
108,1008,45,adelante
108,1008,44,adelante
108,1008,44,adelante
108,1008,44,adelante
108,1008,45,adelante
108,1008,45,adelante
106,1008,45,adelante
106,1008,44,adelante
106,1008,45,adelante
107,1008,45,adelante
106,1008,44,adelante
106,45,45,parar
106,45,44,parar
105,45,45,parar
104,46,45,parar
107,46,45,parar
106,45,45,parar
106,46,44,parar
106,46,45,parar
106,45,45,parar
106,46,45,parar
106,45,45,parar
106,46,44,parar
106,46,45,parar
106,45,45,parar
106,45,45,parar
106,45,45,parar
106,45,45,parar
106,46,45,parar
105,45,45,parar
105,1008,45,adelante
106,1008,44,adelante
106,1008,44,adelante
106,1008,45,adelante
105,1008,45,adelante
108,1008,45,adelante
975,1009,45,der
975,1008,45,der
975,1008,45,der
111,1008,45,adelante
111,1008,45,adelante
110,1008,45,adelante
110,1008,45,adelante
111,1008,45,adelante
111,1008,45,adelante
111,1008,45,adelante
110,1008,45,adelante
108,1008,45,adelante
107,1008,45,adelante
106,1008,45,adelante
105,1008,45,adelante
105,1007,45,adelante
109,1008,45,adelante
108,1008,44,adelante
109,1008,44,adelante
103,1008,43,adelante
101,1008,44,adelante
103,1008,44,adelante
103,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
103,1008,44,adelante
101,1008,44,adelante
100,1008,44,adelante
101,1008,44,adelante
99,1008,45,adelante
974,45,44,der_fuerte
974,46,45,der_fuerte
974,45,45,der_fuerte
92,46,45,parar
89,46,45,parar
88,45,45,parar
88,46,45,parar
88,46,45,parar
974,45,45,der_fuerte
973,46,45,der_fuerte
973,46,45,der_fuerte
973,46,45,der_fuerte
973,46,45,der_fuerte
88,46,45,parar
88,1007,45,adelante
88,1008,45,adelante
88,1008,45,adelante
87,1008,45,adelante
87,1008,45,adelante
84,1008,45,adelante
83,1008,45,adelante
84,1008,45,adelante
84,1008,45,adelante
84,1008,45,adelante
84,1007,45,adelante
84,1008,45,adelante
84,1008,45,adelante
87,1008,45,adelante
87,1008,45,adelante
88,1008,45,adelante
89,1008,45,adelante
89,1008,44,adelante
90,1008,45,adelante
90,1008,45,adelante
90,1008,44,adelante
90,1008,45,adelante
90,1008,44,adelante
91,1008,45,adelante
91,1008,45,adelante
91,1008,45,adelante
92,1008,45,adelante
92,1008,44,adelante
93,45,45,parar
91,46,45,parar
89,45,45,parar
90,46,45,parar
91,1008,45,adelante
91,46,45,parar
90,46,45,parar
973,46,45,der_fuerte
974,46,45,der_fuerte
974,45,44,der_fuerte
974,46,45,der_fuerte
973,46,45,der_fuerte
974,46,45,der_fuerte
974,46,45,der_fuerte
974,45,45,der_fuerte
974,46,45,der_fuerte
973,45,45,der_fuerte
974,46,45,der_fuerte
974,46,45,der_fuerte
974,45,45,der_fuerte
974,45,45,der_fuerte
973,46,45,der_fuerte
974,45,45,der_fuerte
974,45,45,der_fuerte
974,46,45,der_fuerte
974,45,45,der_fuerte
974,45,45,der_fuerte
974,46,45,der_fuerte
974,45,45,der_fuerte
974,46,44,der_fuerte
974,45,45,der_fuerte
974,45,45,der_fuerte
974,46,44,der_fuerte
974,46,45,der_fuerte
974,46,45,der_fuerte
95,46,45,parar
99,46,45,parar
102,46,45,parar
100,46,45,parar
102,46,45,parar
100,46,45,parar
99,46,45,parar
98,46,44,parar
98,46,45,parar
98,45,45,parar
98,45,45,parar
98,46,45,parar
97,45,45,parar
97,45,44,parar
97,46,45,parar
97,45,44,parar
974,46,44,der_fuerte
974,45,44,der_fuerte
975,46,44,der_fuerte
974,46,44,der_fuerte
974,45,45,der_fuerte
974,46,44,der_fuerte
974,46,45,der_fuerte
975,45,45,der_fuerte
974,45,44,der_fuerte
974,45,45,der_fuerte
975,45,45,der_fuerte
974,45,44,der_fuerte
975,46,44,der_fuerte
975,46,44,der_fuerte
974,45,44,der_fuerte
974,1009,44,der
975,1008,44,der
974,45,45,der_fuerte
974,46,45,der_fuerte
974,45,44,der_fuerte
975,1008,44,der
88,1008,45,adelante
88,1008,45,adelante
88,1008,45,adelante
88,88,1008,izq_fuerte
88,1008,45,adelante
88,1008,45,adelante
88,1008,45,adelante
88,1008,45,adelante
87,1008,45,adelante
88,1008,45,adelante
87,1008,44,adelante
87,1008,44,adelante
87,1008,45,adelante
87,1008,44,adelante
87,1008,45,adelante
87,1009,45,adelante
86,1008,44,adelante
972,45,45,der_fuerte
972,46,45,der_fuerte
972,45,44,der_fuerte
972,46,44,der_fuerte
972,46,44,der_fuerte
87,1008,44,adelante
87,1008,44,adelante
84,1008,45,adelante
87,1008,45,adelante
87,1008,45,adelante
87,1008,45,adelante
86,1007,44,adelante
88,1008,45,adelante
88,1008,45,adelante
90,1008,45,adelante
91,1009,45,adelante
91,1008,45,adelante
91,1008,45,adelante
91,1008,44,adelante
109,1008,45,adelante
119,1008,45,adelante
115,1008,44,adelante
118,1008,44,adelante
123,1008,45,adelante
125,1008,45,adelante
117,1008,45,adelante
112,1008,45,adelante
112,1008,45,adelante
123,1008,44,adelante
126,1008,45,adelante
111,1008,45,adelante
113,1008,44,adelante
110,1008,45,adelante
109,1008,45,adelante
108,1008,44,adelante
109,1008,44,adelante
119,1008,44,adelante
121,1008,44,adelante
112,46,45,parar
973,45,44,der_fuerte
108,46,45,parar
107,1008,44,adelante
105,1008,45,adelante
104,1008,44,adelante
104,1008,45,adelante
103,45,44,parar
118,46,45,parar
113,45,45,parar
107,1008,44,adelante
108,1009,44,adelante
108,1008,45,adelante
121,1008,44,adelante
106,1008,44,adelante
113,45,45,parar
115,46,44,parar
114,45,44,parar
111,1008,44,adelante
110,1008,45,adelante
110,1008,45,adelante
113,1008,45,adelante
113,1008,44,adelante
112,1008,44,adelante
112,1008,44,adelante
123,1008,45,adelante
118,1008,45,adelante
114,1008,45,adelante
118,1009,44,adelante
108,1008,44,adelante
112,1008,44,adelante
130,45,44,parar
116,1008,45,adelante
101,1008,45,adelante
109,1008,45,adelante
105,1008,45,adelante
103,1008,44,adelante
121,1008,44,adelante
117,1008,45,adelante
120,1008,45,adelante
115,1008,44,adelante
117,1008,44,adelante
118,1008,45,adelante
119,1008,44,adelante
120,1008,45,adelante
123,1008,44,adelante
122,1008,44,adelante
122,1008,45,adelante
117,1008,45,adelante
125,1008,44,adelante
130,1008,45,adelante
128,1008,44,adelante
123,1008,44,adelante
120,1008,44,adelante
116,45,44,parar
114,45,45,parar
113,1008,44,adelante
112,1008,44,adelante
110,1008,44,adelante
110,1008,44,adelante
109,1008,45,adelante
109,1008,44,adelante
108,1008,44,adelante
107,1007,44,adelante
107,1008,45,adelante
107,1008,45,adelante
106,1008,44,adelante
106,1008,44,adelante
106,1008,44,adelante
106,1007,44,adelante
106,1008,44,adelante
106,1008,45,adelante
105,1008,44,adelante
105,1008,44,adelante
105,1008,45,adelante
105,1008,45,adelante
104,1008,45,adelante
104,1008,45,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,45,adelante
104,1008,45,adelante
104,1008,45,adelante
105,1007,44,adelante
105,1008,44,adelante
104,1008,44,adelante
104,45,44,parar
104,46,45,parar
105,1008,45,adelante
105,1008,44,adelante
117,1008,44,adelante
110,1008,44,adelante
126,1008,44,adelante
119,1008,44,adelante
114,1008,44,adelante
116,1008,44,adelante
127,1009,44,adelante
125,1008,44,adelante
125,1008,44,adelante
127,1008,44,adelante
132,1008,44,adelante
130,1008,44,adelante
131,1008,44,adelante
132,1008,44,adelante
128,1008,44,adelante
132,1008,44,adelante
134,1008,44,adelante
134,45,44,parar
974,46,44,der_fuerte
974,45,44,der_fuerte
122,45,45,parar
135,1008,44,adelante
129,1009,44,adelante
133,1008,44,adelante
143,1009,44,adelante
134,1008,44,adelante
975,45,44,der_fuerte
975,45,45,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
975,46,44,der_fuerte
975,45,45,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
139,1008,44,adelante
131,1008,44,adelante
147,1008,44,adelante
136,46,44,parar
975,45,44,der_fuerte
974,45,44,der_fuerte
130,45,44,parar
129,1009,45,adelante
131,1009,44,adelante
130,1008,44,adelante
130,1008,44,adelante
128,1008,45,adelante
127,45,45,parar
974,46,44,der_fuerte
974,45,44,der_fuerte
974,45,44,der_fuerte
127,1008,44,adelante
127,1008,44,adelante
126,1008,44,adelante
125,1008,44,adelante
126,1008,45,adelante
127,1008,45,adelante
129,1008,44,adelante
123,1008,44,adelante
125,1008,44,adelante
975,45,44,der_fuerte
974,46,44,der_fuerte
974,45,44,der_fuerte
974,45,45,der_fuerte
974,45,44,der_fuerte
975,46,45,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
975,46,44,der_fuerte
975,45,44,der_fuerte
974,45,44,der_fuerte
975,45,45,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
974,45,44,der_fuerte
975,45,44,der_fuerte
974,45,44,der_fuerte
975,46,44,der_fuerte
127,1008,45,adelante
125,1009,44,adelante
974,45,44,der_fuerte
974,46,44,der_fuerte
975,45,44,der_fuerte
974,45,45,der_fuerte
975,45,44,der_fuerte
974,45,44,der_fuerte
127,45,44,parar
126,1008,44,adelante
123,1009,44,adelante
121,1008,45,adelante
121,1008,45,adelante
120,1008,44,adelante
122,46,44,parar
974,45,44,der_fuerte
975,45,44,der_fuerte
121,45,45,parar
119,1008,44,adelante
118,1008,44,adelante
118,1008,45,adelante
117,1008,44,adelante
116,45,44,parar
974,47,46,der_fuerte
973,47,46,der_fuerte
974,47,46,der_fuerte
973,47,46,der_fuerte
974,47,46,der_fuerte
973,47,46,der_fuerte
972,47,46,der_fuerte
972,47,47,der_fuerte
972,47,46,der_fuerte
972,47,46,der_fuerte
972,48,46,der_fuerte
974,47,46,der_fuerte
974,48,47,der_fuerte
973,1008,46,der
973,1009,46,der
124,1008,46,adelante
135,47,46,parar
140,48,47,parar
125,1008,46,adelante
129,1008,46,adelante
127,1008,46,adelante
131,1009,46,adelante
126,1008,46,adelante
125,1008,46,adelante
125,1008,47,adelante
125,1008,46,adelante
106,1008,47,adelante
86,1008,47,adelante
123,1008,47,adelante
149,1008,47,adelante
144,1008,47,adelante
147,1008,46,adelante
135,1008,46,adelante
133,1008,46,adelante
130,1008,47,adelante
128,1008,46,adelante
128,1009,46,adelante
124,1008,46,adelante
133,1008,47,adelante
123,1008,47,adelante
120,1008,47,adelante
161,1009,46,adelante
149,1008,46,adelante
123,1008,47,adelante
107,1008,47,adelante
64,1007,46,adelante
51,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
52,1008,47,adelante
55,1007,47,adelante
55,1008,48,adelante
55,1007,48,adelante
57,1008,47,adelante
58,1008,47,adelante
59,1008,47,adelante
59,1008,47,adelante
65,1008,47,adelante
65,1008,47,adelante
62,1008,47,adelante
62,1008,47,adelante
60,1008,47,adelante
60,1008,47,adelante
61,1008,47,adelante
63,1008,46,adelante
65,1008,46,adelante
65,1008,46,adelante
65,1008,46,adelante
66,1008,46,adelante
64,1008,47,adelante
62,1008,48,adelante
60,1008,47,adelante
132,1008,47,adelante
134,1008,47,adelante
118,1008,47,adelante
76,1008,47,adelante
91,1008,47,adelante
85,1008,47,adelante
85,1008,47,adelante
87,1008,47,adelante
87,1008,47,adelante
94,1008,47,adelante
96,1008,47,adelante
95,1008,47,adelante
101,1008,47,adelante
96,1009,47,adelante
96,1008,46,adelante
96,1008,47,adelante
93,1008,47,adelante
92,1008,47,adelante
91,1008,47,adelante
91,1008,47,adelante
91,1008,46,adelante
91,1007,47,adelante
98,1008,46,adelante
101,1008,47,adelante
100,1008,47,adelante
100,1008,47,adelante
99,1008,47,adelante
97,1008,47,adelante
95,1009,47,adelante
95,1008,47,adelante
105,1008,47,adelante
105,1008,47,adelante
109,1008,46,adelante
107,1008,46,adelante
101,1008,47,adelante
104,1008,47,adelante
107,1008,47,adelante
106,1009,47,adelante
104,1008,47,adelante
104,1008,47,adelante
103,1008,47,adelante
102,1008,47,adelante
94,1008,47,adelante
94,1008,47,adelante
93,1008,47,adelante
92,1008,47,adelante
92,1009,47,adelante
92,1008,47,adelante
91,1008,47,adelante
91,1008,47,adelante
91,1008,47,adelante
91,1008,47,adelante
91,1008,47,adelante
91,1008,47,adelante
90,1008,47,adelante
90,1008,46,adelante
90,1009,47,adelante
90,1008,46,adelante
90,1008,47,adelante
90,1007,47,adelante
91,1008,47,adelante
91,1008,47,adelante
91,1008,47,adelante
90,1008,47,adelante
90,1008,47,adelante
90,1008,47,adelante
90,1008,47,adelante
90,1008,47,adelante
89,1008,47,adelante
92,1008,47,adelante
91,1008,47,adelante
90,1008,47,adelante
91,1008,47,adelante
91,1008,47,adelante
90,1008,47,adelante
90,1008,47,adelante
90,1008,47,adelante
972,1009,46,der
971,1009,46,der
90,1008,46,adelante
972,1008,46,der
972,1008,47,der
972,1008,46,der
972,1008,46,der
972,1008,47,der
972,47,47,der_fuerte
972,47,47,der_fuerte
972,1009,46,der
973,1008,47,der
972,48,47,der_fuerte
973,48,47,der_fuerte
973,47,47,der_fuerte
973,1009,47,der
972,1008,47,der
973,47,47,der_fuerte
973,48,47,der_fuerte
973,47,46,der_fuerte
973,1008,47,der
973,1008,47,der
973,48,46,der_fuerte
973,47,47,der_fuerte
975,48,46,der_fuerte
975,47,46,der_fuerte
975,48,47,der_fuerte
975,47,47,der_fuerte
975,1009,46,der
975,1009,46,der
974,1009,46,der
974,1009,46,der
974,1009,46,der
973,1008,46,der
973,1009,47,der
972,48,47,der_fuerte
972,45,44,der_fuerte
972,45,44,der_fuerte
972,45,44,der_fuerte
972,45,44,der_fuerte
972,45,44,der_fuerte
972,45,45,der_fuerte
972,45,44,der_fuerte
972,45,45,der_fuerte
972,45,44,der_fuerte
972,45,44,der_fuerte
972,45,44,der_fuerte
973,46,44,der_fuerte
972,45,44,der_fuerte
972,45,44,der_fuerte
971,45,45,der_fuerte
972,45,44,der_fuerte
972,46,45,der_fuerte
972,46,45,der_fuerte
972,46,45,der_fuerte
972,46,45,der_fuerte
970,45,44,der_fuerte
972,46,45,der_fuerte
970,45,45,der_fuerte
970,46,44,der_fuerte
970,45,44,der_fuerte
971,45,44,der_fuerte
971,1009,44,der
971,1008,43,der
971,1008,44,der
971,1008,45,der
971,1008,43,der
972,1009,43,der
971,1008,45,der
113,1008,45,adelante
138,1008,45,adelante
139,1008,44,adelante
110,1008,45,adelante
105,1008,45,adelante
111,1008,44,adelante
141,1008,44,adelante
106,1008,44,adelante
113,1008,44,adelante
108,1008,45,adelante
114,1008,44,adelante
118,1008,44,adelante
119,1008,44,adelante
120,1008,44,adelante
117,1008,44,adelante
110,1008,44,adelante
113,1008,45,adelante
111,1008,45,adelante
126,1008,44,adelante
